CUI,CUI_STR,LOINC_PART,LOINC_PART_NAME
C1317701,Salmonella typhi O D Antibody,LP39693-4,Salmonella typhi O D Ab
C1545828,VA C&P exam.lymphatic disorders note,LP73625-3,VA C&P exam.lymphatic disorders note
C2708667,Exercise distance,LP94650-6,Exercise distance
C0205092,Unilateral,LP207061-5,Unilateral
C0806153,Following registry,LP72603-1,Following registry
C0883272,Ovine pulmonary adenomatosis retrovirus RNA,LP39256-0,Ovine pulmonary adenomatosis retrovirus RNA
C1829789,Legionella pneumophila 10 Ab,LP57449-8,Legionella pneumophila 10 Ab
C0006861,Canid herpesvirus 1,LP14098-5,Canine herpesvirus
C0152031,Joint swelling,LP266753-5,Swollen joint
C0552333,Biophysical profile.tone,LP72148-7,Biophysical profile.tone
C1116234,Allium cepa Ab.IgG.RAST class,LP227579-2,Allium cepa Ab.IgG.RAST class
C1317519,Malignant cells/100 leukocytes,LP286465-2,Malignant cells/100 leukocytes
C3165812,PhenX - reproductive history - female protocol,LP111973-6,PhenX - reproductive history - female protocol 101301
C0023819,Lipoprotein-X,LP35889-2,Lipoprotein.X
C1546152,W dipyridamole and W Tc-99m Sestamibi IV,LP35355-4,W dipyridamole IV+W Tc-99m Sestamibi IV
C3261541,"How much difficulty do you currently have walking on uneven surfaces, like grass, dirt road or sidewalk",LP134216-3,"How much difficulty do you currently have walking on uneven surfaces, like grass, dirt road or sidewalk"
C3476511,Signs of soft tissue infection present,LP149785-0,Signs of soft tissue infection present
C3534422,Hepatitis B virus codon 84,LP157684-4,Hepatitis B virus codon 84
C1441327,Black Western Walnut,LP17660-9,Walnut black western
C0808386,Venison Ab.IgE.RAST class,LP229909-9,Venison Ab.IgE.RAST class
C3166148,PhenX measure - temperament,LP112469-4,PhenX measure - temperament
C0319924,Aspergillus versicolor,LP16916-6,Aspergillus versicolor
C1270710,Green pepper specific immunoglobulin E,LP148276-1,Pepper green Ab.IgE
C2598248,Limited activities because of pain during last 2D,LP75032-0,Limited activities because of pain during last 2D
C3172739,"Has there ever been a period of a Mo or more when a great deal of your time was spent using marijuana, getting marijuana, or getting over its effects",LP114193-8,"Has there ever been a period of a Mo or more when a great deal of your time was spent using marijuana, getting marijuana, or getting over its effects"
C1440289,CD3+CD8+CD45RO-CD45RA- cells,LP32993-5,Cells.CD3+CD8+CD45RO-CD45RA-
C2964204,Maxillary mandibular planes angle using menton,LP101679-1,Maxillary mandibular planes angle using menton
C2964234,My chest felt tight because of my asthma in past 7D,LP103261-6,My chest felt tight because of my asthma in past 7D
C1439546,20 minutes post dose glucose,LP29349-5,20M post dose glucose
C0807673,Rabbit serum proteins Ab.IgE.RAST class,LP229467-8,Rabbit serum proteins Ab.IgE.RAST class
C1718241,Progesterone/Estradiol,LP286900-8,Progesterone/Estradiol
C1718277,Resident assessment protocol 1--Delirium - proceed with care,LP75548-5,Resident assessment protocol 1--Delirium - proceed with care
C1830486,Frequency of primary caregiver assistance,LP74867-0,Frequency of primary caregiver assistance
C2963591,Hepatitis B virus codon M204I,LP102394-6,Hepatitis B virus codon M204I
C1829901,Rheumatoid factor and Cyclic citrullinated peptide,LP40478-7,Rheumatoid factor & Cyclic citrullinated peptide
C3257914,Neuro-Qol short form - fatigue - version 1.0,LP134173-6,Neuro-Qol short form - fatigue - version 1.0
C3259811,"If I am in trouble, I can usually think of a solution",LP129085-9,"If I am in trouble, I can usually think of a solution"
C1955337,Not in ICCBBA tables,LP32666-7,
C0062805,HLA-A28 antigen,LP16512-3,HLA-A28
C1711106,c-MET Gene Amplification,LP269809-2,MET gene amplification
C2707513,Suctioning in last 14D - while not a resident,LP90948-8,Suctioning in last 14D - while not a resident
C0883058,Feline immunodeficiency virus Ab,LP38140-7,Feline immunodeficiency virus Ab
C0807654,R' wave amplitude.lead V4,LP31107-3,R' wave amplitude.lead V4
C1952759,Pentadecanoate/Creatinine,LP286786-1,Pentadecanoate/Creatinine
C0072777,pyrovalerone,LP16270-8,Pyrovalerone
C0284294,3-methoxy-O-demethylencainide,LP14979-6,3 methoxy O desmethylencainide
C1979640,Blast cell positive for CD23 antigen,LP65926-5,Blasts.CD23
C0209738,lamivudine,LP21312-1,lamiVUDine
C1829966,Urine and Serum or Plasma,LP32517-2,Urine+Ser/Plas
C0489844,Interviewee,LP7364-5,Interviewee
C1953758,Cefamandole leukotriene release,LP227938-0,Cefamandole leukotriene release
C0066154,Methoxyacetate,LP15732-8,Methoxyacetate
C0313169,Blood group antibody Vw,LP98147-9,Vw Ab
C0486279,Actin antigen,LP36960-0,Actin Ag
C1441986,Ultrasound+Estimated from HL.Jeanty 1984,LP6719-1,US+Estimated from HL.Jeanty 1984
C0005308,betamethasone,LP35866-0,Betamethasone
C0019462,Hexanoic Acids,LP31729-4,
C1636180,Vanillylmandelate & Creatinine panel,LP36353-8,Vanillylmandelate & Creatinine panel
C1718146,Nutritional problems - none of above,LP75259-9,Nutritional problems - none of above
C2743830,alpha-pyrrolidinovalerophenone,LP248992-2,Alpha pyrrolidinovalerophenone
C2964352,Plasma derivative,LP101792-2,Plasma derivative
C1115979,Rheum spp Ab.IgE.RAST class,LP229492-6,Rheum spp Ab.IgE.RAST class
C1417173,MJD gene,LP33196-4,MJD gene
C1952947,Methylmalonate/Urea,LP286530-3,Methylmalonate/Urea
C3166733,"When you wake up in the morning or from a nap, do you feel out of it and confused",LP119671-8,"When you wake up in the morning or from a nap, do you feel out of it and confused"
C0013362,Dysarthria,LP145911-6,Dysarthria
C0444027,Human leukocyte antigen B76(15),LP16550-3,HLA-B76(15)
C2707405,Temporal Orientation - CARE Acute Care,LP94999-7,Temporal Orientation - CARE Acute Care
C0036071,salicylamide,LP16275-7,Salicylamide
C0368885,"Chenodeoxycholylglycine, conjugated",LP15482-0,Chenodeoxycholylglycine.conjugated
C3173886,Incenter patients receiving dialysis other than hemodialysis at end of reporting period,LP116262-9,Incenter patients receiving dialysis other than hemodialysis at end of reporting period
C0056531,crotoxyphos,LP263454-3,Crotoxyphos
C0806078,Estrone.bioavailable/Estrone.total,LP286005-6,Estrone.bioavailable/Estrone.total
C1317558,Agranular neutrophil,LP30826-9,Neutrophils.agranular
C1370207,Akabane virus Ab,LP37009-5,Akabane virus Ab
C3166050,PhenX measure - medical history,LP112485-0,PhenX measure - medical history
C3261913,"Lately, because of my illness, others my age tended to stare at me",LP134423-5,"Lately, because of my illness, others my age tended to stare at me"
C0946022,Dentition:status,LP76263-0,Dentition.status
C2808452,Megasphaera genomosp. type_1,LP140228-0,Megasphaera sp type 1
C3175069,I am afraid of an animal that most children do not fear,LP118143-9,I am afraid of an animal that most children do not fear
C0524469,Structure of left shoulder region,LP30272-6,Shoulder.left
C1954908,"North American Association of Central Cancer Registries, Inc (NAACCR, Inc) Pathology Laboratory Electronic Reporting panel",LP72987-8,"North American Association of Central Cancer Registries, Inc (NAACCR, Inc) Pathology Laboratory Electronic Reporting panel"
C3261081,EMS exposures or injuries of EMS personnel,LP133597-7,EMS exposures or injuries of EMS personnel
C0694756,Intrauterine,LP207659-6,IU
C1525355,Sperm Head IgA,LP39786-6,Spermatozoa.head Ab.IgA
C3165989,PhenX measure - emotional state,LP112457-9,PhenX measure - emotional state
C2708228,State case mix - RUG group,LP91019-7,State case mix - RUG group
C0487506,Serotonin antigen,LP39726-2,Serotonin Ag
C0808122,Surgery procedure for regional nodes at facility.YYY,LP73445-6,Surgery procedure for regional nodes at facility.YYY
C1526886,Spermatozoa.head Motile w IgM,LP34734-1,Spermatozoa.head.motile with IgM
C1971832,Type of activities in which resident is currently involved,LP75799-4,Type of activities in which resident is currently involved
C3476587,"t(9;22)(q34.1;q11)(ABL1,BCR) b3a2",LP150242-8,"t(9;22)(q34.1;q11)(ABL1,BCR) b3a2"
C0072115,X-Pro dipeptidase,LP15819-3,Proline dipeptidase
C1978043,Blood arterial and Blood mixed venous,LP65280-7,BldA+BldMV
C0809246,NRAS gene,LP19749-8,NRAS gene
C1317697,Rubella virus Ab.IgG avidity,LP40432-4,Rubella virus Ab.IgG avidity
C1989519,Cells.CD42b/100 cells,LP285520-5,Cells.CD42b/100 cells
C0002268,alpha-D-galactosidase enzyme,LP14012-6,Alpha galactosidase A
C0807349,PENTobarbital cutoff,LP229242-5,PENTobarbital cutoff
C1441897,Ultrasound+Estimated from BPD.Hadlock 1984,LP6684-7,US+Estimated from BPD.Hadlock 1984
C3262097,I fall down easily in the past 7D,LP134518-2,I fall down easily in the past 7D
C1270634,Sheep whey specific immunoglobulin E,LP147610-2,Sheep whey Ab.IgE
C3482363,"t(11;17)(q23;q21.1)(ZBTB16,RARA) fusion transcript",LP229728-3,"t(11;17)(q23;q21.1)(ZBTB16,RARA) fusion transcript"
C0806231,Glutarate/Creatinine,LP286095-7,Glutarate/Creatinine
C1718246,Psychiatric or mood diseases or conditions,LP75472-8,Psychiatric or mood diseases or conditions
C2737252,Estimated from date fundal height reaches umb,LP96934-2,Estimated from date fundal height reaches umb
C2963462,"Does your health now limit you in doing moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf",LP102868-9,"Does your health now limit you in doing moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf"
C0807677,Radiation Rx therapy,LP73226-0,Radiation Rx therapy
C2362047,Macroblasts,LP66398-6,Macroblasts
C0808007,ST amplitude.J point+20 ms,LP31172-7,ST amplitude.J point+20 ms
C0946240,Neighborhood/workplace Safety:behavior,LP75166-6,Neighborhood &or workplace safety.behavior
C0930955,Left little finger,LP34013-0,Finger.fifth.left
C1335202,PDGFRB gene,LP190356-8,PDGFRB gene
C1440083,Ambrosia bidentata (immunologic factor),LP17598-1,Ambrosia bidentata
C1508253,Fat/Solids.total,LP286023-9,Fat/Solids.total
C2923457,Velocity-time integral.pulmonary vein A wave/Velocity-time integral.mitral valve A wave,LP287363-8,Velocity-time integral.pulmonary vein A wave/Velocity-time integral.mitral valve A wave
C3483129,Additional concerns - physical,LP147274-7,Additional concerns - physical
C0016673,framycetin,LP15706-2,Framycetin
C0424091,Loss of interest,LP75049-4,Loss of interest
C1507007,Pain exacerbating factors,LP34351-4,Pain exacerbating factors
C1537502,KRAS gene,LP19732-4,KRAS gene
C0040433,Tooth Crowding,LP269781-3,Crowded teeth
C1317058,11-Hydroxyetiocholanolone/Creatinine,LP284665-9,11-Hydroxyetiocholanolone/Creatinine
C2597940,Heart.ventricle.right^fetus,LP70928-4,Heart.ventricle.right^fetus
C0041394,Turbidimetry,LP173457-5,Turbidimetry
C1545555,Multisection cine for blood flow velocity mapping,LP35141-8,Multisection cine for blood flow velocity mapping
C0007341,Ricinus communis,LP16941-4,Ricinus communis
C0077232,triokinase,LP15926-6,Triokinase
C1317339,Ethambutol 2.5 ug/mL,LP228368-9,Ethambutol 2.5 ug/mL
C1440327,CD5+CD2- cells,LP19073-3,Cells.CD5+CD2-
C2963483,"Each time you drank orange juice, how much did you usually drink in the past 30D",LP102643-6,"Each time you drank orange juice, how much did you usually drink in the past 30D"
C3261867,How much difficulty do you currently have organizing what you want to say,LP134390-6,How much difficulty do you currently have organizing what you want to say
C0553484,Cervix externally palpable surface,LP7135-9,Cervix.externally palpable surface
C0945940,Chikungunya virus antibody,LP37605-0,Chikungunya virus Ab
C2963310,Are you able to open car doors,LP102857-2,Are you able to open car doors
C0486719,Dog dander Ab.IgG,LP37941-9,Dog dander Ab.IgG
C1439576,2 days post 0.1 mL mumps intradermal,LP29559-9,2D post 0.1 mL mumps ID
C1955148,"3,6-Epoxydecanedioate",LP62152-1,"3,6-Epoxydecanedioate"
C3173688,Have you ever had hay fever,LP115904-7,Have you ever had hay fever
C3475619,I am concerned about keeping my job - include work at home - in the past 7D,LP146736-6,I am concerned about keeping my job - include work at home - in the past 7D
C3475774,I get depressed easily in the past 7D,LP146750-7,I get depressed easily in the past 7D
C3481700,AGXT gene mutation analysis limited to known familial mutations,LP227562-8,AGXT gene mutation analysis limited to known familial mutations
C0006400,bupivacaine,LP16053-8,Bupivacaine
C0882633,Alcelaphine herpesvirus 1 Ag,LP37011-1,Alcelaphine herpesvirus 1 Ag
C0013283,Galactitol,LP61820-4,Galactitol
C3260548,Corynebacterium diphtheriae DNA,LP133409-5,Corynebacterium diphtheriae DNA
C0807531,Pseudorabies virus.ClinEase gene deletion Ab,LP39517-5,Pseudorabies virus.ClinEase gene deletion Ab
C1441209,Spermatozoa.amorphous head,LP14771-7,Spermatozoa.amorphous head
C1443112,Anguilla anguilla antigen,LP16967-9,Anguilla anguilla
C3539988,Name of facility infant transferred to,LP172833-8,Name of facility infant transferred to
C0049730,7 alpha-hydroxy-4-cholesten-3-one,LP310330-8,7-Alpha hydroxy-4-cholesten-3-one
C0116912,Ethylmalonate,LP15563-7,Ethylmalonate
C0487123,Loxapine+8-Hydroxyamoxapine,LP17168-3,Loxapine+8-Hydroxyamoxapine
C1718660,Peanut (Arachis hypogaea) Ab,LP37075-6,Arachis hypogaea Ab
C2737248,Clinical.estimated from prior gest age assessment,LP70951-6,Clinical.estimated from prior gest age assessment
C2734358,Lepidoglyphus destructor Ab.IgG4,LP95736-2,Lepidoglyphus destructor Ab.IgG4
C2734491,Nicotiana tabacum Ab.IgG4,LP95833-7,Nicotiana tabacum Ab.IgG4
C2709214,Estimated from FL.Merz 1988,LP32222-9,Estimated from FL.Merz 1988
C2964574,What is your serving size for green tea,LP102684-0,What is your serving size for green tea
C1439847,immediately after addition of factor XI depleted plasma,LP32716-0,immediately after addition of factor XI depleted plasma
C1717540,Advance directive - organ donation,LP74453-9,Advance directive - organ donation
C1953130,"3,4-Dihydroxyphenyllactate/Creatinine",LP284727-7,"3,4-Dihydroxyphenyllactate/Creatinine"
C2359904,Aggregated erythrocytes,LP66400-0,Erythrocyte aggregates
C3482104,Candida parapsilosis DNA,LP145663-3,Candida parapsilosis DNA
C0807266,Human papilloma virus 16+18 DNA,LP149702-5,Human papilloma virus 16 & 18 DNA
C0807266,Human papilloma virus 16+18 DNA,LP38576-2,Human papilloma virus 16+18 DNA
C0807829,S' wave duration.lead I,LP31163-6,S' wave duration.lead I
C3260461,"By age 2, was your child talking in short phrases or sentences",LP130643-2,"By age 2, was your child talking in short phrases or sentences"
C3476791,Functional Assessment of Chronic Illness Therapy,LP146110-4,FACIT
C1446658,Mustard antigen,LP17030-5,Mustard
C0054028,brassicasterol,LP190670-2,Brassicasterol
C0807136,Number of radiation Rx,LP72999-3,Number of radiation Rx
C1545264,Diagnosis recommendations,LP73995-0,Diagnosis recommendations
C1719211,Red mulberry (Morus rubra) Ab,LP39042-4,Morus rubra Ab
C2598734,ZIP code of prior primary residence,LP269166-7,ZIP code of prior primary residence
C0808255,Thyroxine.prealbumin bound/Prealbumin,LP307569-6,Thyroxine.prealbumin bound/Prealbumin
C0945866,Bacteroides fragilis IgM,LP37210-9,Bacteroides fragilis Ab.IgM
C1413424,CILD2 gene,LP66643-5,CILD2 gene
C1507302,Views R-oblique + L-oblique upright,LP34453-8,Views R-oblique + L-oblique upright
C2598268,"Bowel - incontinent immediately prior to current illness, exacerbation, or injury",LP74563-5,"Bowel - incontinent immediately prior to current illness, exacerbation, or injury"
C2963927,I felt irritable because of poor sleep in past 7D,LP103210-3,I felt irritable because of poor sleep in past 7D
C1440051,CD19 Abnormal blood cells,LP18660-8,Abnormal blood cells.CD19
C1441914,Ultrasound.estimated from cerebellar diameter,LP6690-4,US.estimated from cerebellar diameter
C2599835,Leukocyte-poor plateletpheresis units given,LP228863-9,Leukocyte-poor plateletpheresis units given
C2964347,PhenX measure - waist circumference,LP95313-0,PhenX measure - waist circumference
C3173195,Incenter dialysis patients receiving treatments other than hemodialysis including training treatments,LP116285-0,Incenter dialysis patients receiving treatments other than hemodialysis including training treatments
C1439913,pre dose gonadotropin releasing hormone,LP20375-9,pre dose gonadotropin releasing hormone
C1317774,Thrombin antithrombin complex Antigen,LP39991-2,Thrombin antithrombin complex Ag
C1979684,Coronary vasodialator,LP31485-3,
C2963806,Human papilloma virus 26,LP102529-7,Human papilloma virus 26
C0368968,Coagulation factor XII antigen,LP37730-6,Coagulation factor XII Ag
C1955256,Erythrocytes.fetal,LP62759-3,Erythrocytes.fetal
C2964469,Sella-nasion plane to nasion-pogonion line,LP101773-2,Sella-nasion plane to nasion-pogonion line
C3260273,How old were you when you had your gallbladder surgery,LP130317-3,How old were you when you had your gallbladder surgery
C0015000,Ethics,LP250648-5,Ethics
C0008257,Chlorophenols,LP40281-5,
C0369825,PHENobarbital.free,LP29096-2,PHENobarbital.free
C0376624,Escherichia coli O157-H7,LP14899-6,Escherichia coli O157:H7
C1439969,Food Allergen Mix 16 (Pineapple+Lemon+Strawberry+Pear),LP28678-8,(Ananas comosus+ Citrus limon+ Fragaria vesca+ Pyrus communis)
C3258420,You don't have enough money to take vacations,LP130120-1,You don't have enough money to take vacations
C1270498,Bovine lactoferrin specific immunoglobulin E,LP147662-3,Lactoferrin bovine Ab.IgE
C2734413,Dactylis glomerata Ab.IgG4,LP95775-0,Dactylis glomerata Ab.IgG4
C0025384,mepivacaine,LP14721-2,Mepivacaine
C1317620,Phoma betae Ab.IgG.RAST class,LP229293-8,Phoma betae Ab.IgG.RAST class
C2594862,mutations tier 2,LP71360-9,targeted mutation analysis.tier 2
C2734340,(Blatella germanica+Dermatophagoides farinae+Dermatophagoides pteronyssinus+House dust Hollister Stier) Ab.IgG4,LP95727-1,(Blatella germanica+Dermatophagoides farinae+Dermatophagoides pteronyssinus+House dust Hollister Stier) Ab.IgG4
C3483080,Additional concerns - FACT-O,LP147248-1,Additional concerns - FACT-O
C0042965,Vomitus,LP7717-4,Vomitus
C1717984,Involvement patterns,LP74993-4,Involvement patterns
C0062808,HLA-Aw19 antigen,LP16495-1,HLA-A19
C1976642,Degree of adherence to co-trimoxazole,LP72402-8,Degree of adherence to co-trimoxazole
C1718681,Bacillus anthracis cell wall,LP36713-3,Bacillus anthracis cell wall
C2364378,Noncompliance with diagnostic testing,LP75190-6,Noncompliance with diagnostic test
C2737059,Hyperlipidemia in last 7D,LP90017-2,Hyperlipidemia in last 7D
C2737098,Influenza virus A N5,LP35187-1,Influenza virus A N5
C0443724,Filaria antibody,LP38164-7,Filaria Ab
C0808092,Strontium/Creatinine,LP287148-3,Strontium/Creatinine
C1954144,HFE gene.c.187G>C,LP62767-6,HFE gene.c.187G>C
C3166025,PhenX measure - global mental status screener,LP112354-8,PhenX measure - global mental status screener
C0807667,R' wave duration.lead V5,LP31120-6,R' wave duration.lead V5
C0883293,Pepper white Ab.IgE.RAST class,LP229251-6,Pepper white Ab.IgE.RAST class
C3484200,Did prescribed dialysate sodium concentration exceed 138 mEq/L for any dialysis session during the Mo,LP156357-8,Did prescribed dialysate sodium concentration exceed 138 mEq/L for any dialysis session during the Mo
C0807346,Penicillium roqueforti Ab.IgE,LP147569-0,Penicillium roqueforti Ab.IgE
C2015805,other psychiatric disorders,LP121688-8,Other psychiatric disorders
C3262113,I could move up and down curbs using a wheelchair in the past 7D,LP134526-5,I could move up and down curbs using a wheelchair in the past 7D
C0060764,FRUCTOKINASE,LP15577-7,Fructokinase
C1318733,IgM ganglioside antibody,LP66603-9,Ganglioside Ab.IgM
C2924449,Little interest or pleasure in doing things in last 2W.presence,LP89866-5,Little interest or pleasure in doing things in last 2W.presence
C0444000,HLA-Aw66 antigen,LP16501-6,HLA-A66(10)
C0882631,African swine fever virus Antigen,LP37004-6,African swine fever virus Ag
C3176911,Chicken CSA (livetin) serum albumin native (nGal d) 5,LP121090-7,Chicken CSA (livetin) serum albumin native (nGal d) 5
C0369335,Hepatitis C virus RNA,LP38335-3,Hepatitis C virus RNA
C1441683,Per age,LP6442-0,Per age
C2736835,60 hour post XXX challenge,LP96501-9,60H post XXX challenge
C2919430,Human immunodeficiency virus 2 glycoprotein 105 antibody,LP38466-6,HIV 2 gp105 Ab
C3165950,PhenX measure - cancer screenings,LP111875-3,PhenX measure - cancer screenings
C3533027,I had images that I was very much afraid of in last W,LP158032-5,I had images that I was very much afraid of in last W
C0070895,foscarnet,LP15700-5,Foscarnet
C1526961,Spine facet joint Bilateral,LP30295-7,XXX>Spine facet joint.bilateral
C1977326,Multisection perfusion+wall motion,LP64636-1,Multisection perfusion+wall motion
C3262239,Date last dialysis treatment,LP135317-8,Date last dialysis treatment
C3475978,I know that whatever happens with my illness things will be okay in the past 7D,LP148703-4,I know that whatever happens with my illness things will be okay in the past 7D
C0805197,Avian adenovirus antibody,LP37149-9,Avian adenovirus Ab
C0946440,Technical Procedure:status,LP76270-5,Technical procedure.status
C1626299,Grade ICD-O-1,LP72650-2,Grade ICD-O-1
C0883410,Trypanosoma brucei DNA,LP40069-4,Trypanosoma brucei DNA
C3260008,Did anyone else ever do this to you,LP129610-4,Did anyone else ever do this to you
C1979538,2nd specimen post CFst,LP65308-6,2nd specimen post CFst
C0032154,Plasmodium vivax,LP14841-8,Plasmodium vivax
C0807009,MTHFR gene.p.Ala677Val,LP19740-7,MTHFR gene.p.Ala677Val
C2924368,Flag for Date 1st hormone treatment not populated,LP100468-0,Flag for Date 1st hormone treatment not populated
C0072249,Prorenin,LP15159-4,Prorenin
C1292423,72 Hours,LP6947-8,72H
C0945803,3-hydroxyglutarate,LP18415-7,3-Hydroxyglutarate
C1115429,CYP2D6 gene deletion,LP31754-2,CYP2D6 gene deletion
C2599879,Mood interview was attempted,LP75144-3,Mood interview was attempted
C0806193,Gas flow.peak inspiratory setting,LP72629-6,Gas flow.peak inspiratory setting
C1115973,Renal tubular casts,LP29106-9,Renal tubular casts
C1439733,48 hours post dose,LP20413-8,48H post dose
C2708236,Insurance case mix - RUG version code,LP91023-9,Insurance case mix - RUG version code
C0487118,Liver calf Ab.IgE,LP148443-7,Liver calf Ab.IgE
C1115482,Fagopyrum esculentum Ab.IgG,LP38127-4,Fagopyrum esculentum Ab.IgG
C2735032,ED accepting or admitting provider,LP96257-8,ED accepting or admitting provider
C0066373,N-methylformamide,LP18139-3,Methyl formamide
C0882899,Cells.CD51/100 cells,LP285558-5,Cells.CD51/100 cells
C1148377,Liver span below costal margin,LP72882-1,Liver span below costal margin
C3263668,Local PFGE pattern,LP135660-1,Local PFGE pattern
C0487015,Human insulin antibody,LP38700-8,Insulin human Ab
C0074512,Signal Recognition Particle,LP31710-4,Signal recognition particle
C3261770,I have to limit the things I do for fun outside my home in the past 7D,LP134329-4,I have to limit the things I do for fun outside my home in the past 7D
C3533202,JWH-018 butanol,LP157703-2,JWH-018 butanol
C0946362,Role Change:status,LP56827-6,Role change.status
C1440493,Cultivated Cotton,LP16958-8,Cotton cultivated
C1317771,Temperature.airway setting,LP73501-6,Temperature.airway setting
C2736728,Feeding tube - addressed in care plan,LP98497-8,Feeding tube - addressed in care plan
C0205487,Psychiatric,LP7508-7,Psychiatric
C1526880,Number of specimens tested,LP34673-1,Number of specimens tested
C3258231,Sound of Voice Varies Throughout Day,LP130706-7,The sound of my voice varies throughout the day
C0564414,Vitamin B1 intake,LP203214-4,Vitamin B1 intake
C1717577,Aspergillus niger B Ab,LP37134-1,Aspergillus niger B Ab
C2361725,Dicarboxypalmitoleylcarnitine (C16:1-DC),LP70103-4,Dicarboxypalmitoleylcarnitine (C16:1-DC)
C3481460,Cocal virus Ab,LP40129-6,Cocal virus Ab
C1413931,ACE gene,LP95187-8,ACE gene
C1441241,Staphylococcus aureus enterotoxin D,LP20853-5,Staphylococcus aureus enterotoxin D
C1829810,Lipoprotein.beta.subparticle.medium,LP57623-8,Lipoprotein.beta.subparticle.medium
C1953017,Sodium salicylate leukotriene release,LP229649-1,Sodium salicylate leukotriene release
C2598234,Number of pressure ulcers at assessment - stage 4,LP75238-3,Number of pressure ulcers at assessment - stage 4
C0057377,demoxepam,LP18082-5,Demoxepam
C1115059,"3-hydroxy,3-methylglutarate",LP18412-4,"3-Hydroxy,3-Methylglutarate"
C2924568,"Toxemia including high blood pressure, albumin in urine and swelling of ankles during this pregnancy",LP98926-6,"Toxemia including high blood pressure, albumin in urine and swelling of ankles during this pregnancy"
C3171713,Renal vessels Left,LP115860-1,Abdomen>Renal vessels.left
C3476380,PMI - Directions for use section,LP149689-4,PMI - Directions for use section
C0443669,Corynebacterium diphtheriae toxoid antibody,LP37784-3,Corynebacterium diphtheriae toxin Ab
C1441419,Scan.total,LP32153-6,Scan.total
C3481575,Did your doctor-s explain the possible side effects or risks of your treatment,LP148739-8,Did your doctor-s explain the possible side effects or risks of your treatment
C1421425,VAPB gene,LP190761-9,VAPB gene
C3263603,Chief complaint per dispatch,LP133425-1,Chief complaint per dispatch
C0946205,Lots of regrets,LP75050-2,Lots of regrets
C1317233,Clarithromycin 32.0 ug/mL,LP228068-5,Clarithromycin 32.0 ug/mL
C1661186,SEER summary stage 1977,LP73330-0,SEER summary stage 1977
C0313156,Blood group antibody P^k^,LP38953-3,little p little k Ab
C1115590,Isobutyrylglycine,LP14515-8,Isobutyrylglycine
C1440033,Tree Allergen Mix 7 (Olive+Willow+Eastern white pine+Eucalyptus spp+Wattle+Cajeput),LP18765-5,(Olea europaea+Salix caprea+Pinus strobus+Eucalyptus spp+Acacia longifolia+Melaleuca leucadendron)
C0020687,Hypoxanthine Phosphoribosyltransferase,LP15652-8,Hypoxanthine phosphoribosyltransferase
C0008339,Cholecystostomy,LP263788-4,Cholecystostomy
C0231686,"Gait, Unsteady",LP75826-5,Unsteady gait
C1317542,Monoblasts/100 leukocytes,LP286551-9,Monoblasts/100 leukocytes
C3169275,Tapentadol/Creatinine,LP287187-1,Tapentadol/Creatinine
C3172964,Full time licensed practical nurse and licensed vocational nurse staff positions vacant at end of period,LP116210-8,Full time licensed practical nurse and licensed vocational nurse staff positions vacant at end of period
C3177144,Apple (Malus domestica) recombinant (rMal d) 1,LP118292-4,Malus domestica recombinant (rMal d) 1
C0184567,Acute onset pain,LP74430-7,Acute pain
C1291840,Chlamydophila psittaci antigen,LP37664-7,Chlamydophila psittaci Ag
C3483460,Date arteriovenous fistula usable,LP156325-5,Date arteriovenous fistula usable
C0805045,Alkaline phosphatase.intestinal/Alkaline phosphatase.total,LP284914-1,Alkaline phosphatase.intestinal/Alkaline phosphatase.total
C3166278,Reviewer initials,LP120623-6,Reviewer initials
C0368933,Coagulation factor IX activated activity,LP15962-1,Coagulation factor IX activated activity
C0369193,"Estriol, conjugated",LP15557-9,Estriol.conjugated
C0369266,Giardia lamblia antigen,LP38239-7,Giardia lamblia Ag
C0549622,Sexual Dysfunction,LP75613-7,Sexual dysfunction
C0804965,3-Hydroxyisovalerate/Creatinine,LP284754-1,3-Hydroxyisovalerate/Creatinine
C0806346,Hepatitis B virus polymerase DNA,LP18970-1,Hepatitis B virus polymerase DNA
C1270497,Linseed specific immunoglobulin E,LP148292-8,Linum usitatissimum Ab.IgE
C3484377,Arbitrary Fraction,LP145812-6,AFr
C3533340,Del(5)(q12-35) gene deletion,LP228264-0,Del(5)(q12-35) gene deletion
C2360160,Region catchment area,LP75515-4,Region catchment area
C3166224,Principal result interpreter,LP121220-0,Principal result interpreter
C3176930,Hazelnut (Corylus avellana) native (nCor a) 9,LP121070-9,Corylus avellana native (nCor a) 9
C1270695,Cherry specific immunoglobulin E,LP148097-1,Prunus avium Ab.IgE
C1317513,Lymphocytes.plasmacytoid/100 leukocytes,LP286442-1,Lymphocytes.plasmacytoid/100 leukocytes
C0805064,Alpha hydroxyalprazolam cutoff,LP227587-5,Alpha hydroxyalprazolam cutoff
C1443123,Artemisia tridentata antigen,LP17612-0,Artemisia tridentata
C1439812,75 minutes post XXX challenge,LP20573-9,75M post XXX challenge
C1439851,Immediately after addition of protamine sulfate,LP30921-8,immediately after addition of protamine sulfate
C1439483,1 hour post 0.5 g/kg glucose IV,LP20326-2,1H post 0.5 g/kg glucose IV
