PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:250.22	Type 2 diabetes with renal manifestations	PheCode:250.6	Polyneuropathy in diabetes
PheCode:337.1	Peripheral autonomic neuropathy	PheCode:250.24	Type 2 diabetes with neurological manifestations
PheCode:585.3	Chronic renal failure [CKD]	PheCode:250.24	Type 2 diabetes with neurological manifestations
PheCode:337	Disorders of the autonomic nervous system	PheCode:250.24	Type 2 diabetes with neurological manifestations
PheCode:585.2	Renal failure NOS	PheCode:250.24	Type 2 diabetes with neurological manifestations
PheCode:681	Superficial cellulitis and abscess	PheCode:289.5	Diseases of spleen
PheCode:008	Intestinal infection	PheCode:289.5	Diseases of spleen
PheCode:079	Viral infection	PheCode:480.2	Viral pneumonia
PheCode:008.52	Intestinal infection due to C. difficile	PheCode:008	Intestinal infection
PheCode:315.1	Learning disorder	PheCode:292.4	Altered mental status
PheCode:145	Cancer of mouth	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:149.9	Cancer of of nasal cavities	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:190	Cancer of eye	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:145.5	Cancer of the mouth floor	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:195.1	Malignant neoplasm, other	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:149.4	Cancer of larynx	PheCode:170.1	Bone cancer
PheCode:145.4	Cancer of the gums	PheCode:170.1	Bone cancer
PheCode:530.12	Ulcer of esophagus	PheCode:150	Cancer of esophagus
PheCode:530	Diseases of esophagus	PheCode:150	Cancer of esophagus
PheCode:145.1	Cancer of lip	PheCode:172.22	Squamous cell carcinoma
PheCode:225.2	Benign neoplasm of spinal cord, meninges	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:938.2	Chronic dermatitis due to solar radiation
PheCode:938	Dermatitis due to solar radiation	PheCode:938.2	Chronic dermatitis due to solar radiation
PheCode:938.1	Acute dermatitis due to solar radiation	PheCode:938.2	Chronic dermatitis due to solar radiation
PheCode:592.12	Chronic cystitis	PheCode:592.13	Chronic interstitial cystitis
PheCode:569	Other disorders of intestine	PheCode:441.2	Chronic vascular insufficiency of intestine
PheCode:260.22	Nutritional marasmus	PheCode:260.2	severe protein-calorie malnutrition
PheCode:260	Protein-calorie malnutrition	PheCode:260.2	severe protein-calorie malnutrition
PheCode:288	Diseases of white blood cells	PheCode:202	Cancer of other lymphoid, histiocytic tissue
PheCode:752	Nervous system congenital anomalies	PheCode:377.1	Optic atrophy
PheCode:440	Atherosclerosis	PheCode:442.4	Arterial dissection
PheCode:290	Delirium dementia and amnestic and other cognitive disorders	PheCode:290.2	Delirium due to conditions classified elsewhere
PheCode:362.27	Drusen (degenerative) of retina	PheCode:362.2	Degeneration of macula and posterior pole of retina
PheCode:362.5	Toxic maculopathy of retina	PheCode:362.2	Degeneration of macula and posterior pole of retina
PheCode:362.23	Cystoid macular degeneration of retina	PheCode:362.2	Degeneration of macula and posterior pole of retina
PheCode:362.26	Macular puckering of retina	PheCode:362.2	Degeneration of macula and posterior pole of retina
PheCode:362.2	Degeneration of macula and posterior pole of retina	PheCode:362.26	Macular puckering of retina
PheCode:365.1	Open-angle glaucoma	PheCode:365.11	Primary open angle glaucoma
PheCode:530	Diseases of esophagus	PheCode:117	Mycoses
PheCode:008	Intestinal infection	PheCode:117	Mycoses
PheCode:537	Other disorders of stomach and duodenum	PheCode:537.1	Lesions of stomach and duodenum
PheCode:535	Gastritis and duodenitis	PheCode:535.6	Duodenitis
PheCode:535.9	Gastritis and duodenitis, NOS	PheCode:535.6	Duodenitis
PheCode:537	Other disorders of stomach and duodenum	PheCode:569	Other disorders of intestine
PheCode:557.1	Celiac disease	PheCode:569	Other disorders of intestine
PheCode:569.2	Gastrointestinal complications	PheCode:569	Other disorders of intestine
PheCode:008.5	Bacterial enteritis	PheCode:569	Other disorders of intestine
PheCode:153	Colorectal cancer	PheCode:569	Other disorders of intestine
PheCode:208	Benign neoplasm of colon	PheCode:569	Other disorders of intestine
PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	PheCode:569	Other disorders of intestine
PheCode:586	Other disorders of the kidney and ureters	PheCode:588	Disorders resulting from impaired renal function
PheCode:596	Other disorders of bladder	PheCode:596.5	Functional disorders of bladder
PheCode:242	Thyrotoxicosis with or without goiter	PheCode:242.2	Toxic multinodular goiter
PheCode:241	Nontoxic nodular goiter	PheCode:241.2	Nontoxic multinodular goiter
PheCode:240	Simple and unspecified goiter	PheCode:241.2	Nontoxic multinodular goiter
PheCode:250.2	Type 2 diabetes	PheCode:250.11	Type 1 diabetes with ketoacidosis
PheCode:1002	Symptoms concerning nutrition, metabolism, and development	PheCode:250.11	Type 1 diabetes with ketoacidosis
PheCode:656.3	Endocrine and metabolic disturbances of fetus and newborn	PheCode:250.11	Type 1 diabetes with ketoacidosis
PheCode:250.4	Abnormal glucose	PheCode:250.11	Type 1 diabetes with ketoacidosis
PheCode:277	Other disorders of metabolism	PheCode:250.11	Type 1 diabetes with ketoacidosis
PheCode:277	Other disorders of metabolism	PheCode:250.21	Type 2 diabetes with ketoacidosis
PheCode:1002	Symptoms concerning nutrition, metabolism, and development	PheCode:250.21	Type 2 diabetes with ketoacidosis
PheCode:250.4	Abnormal glucose	PheCode:250.21	Type 2 diabetes with ketoacidosis
PheCode:250.2	Type 2 diabetes	PheCode:250.21	Type 2 diabetes with ketoacidosis
PheCode:656.3	Endocrine and metabolic disturbances of fetus and newborn	PheCode:250.21	Type 2 diabetes with ketoacidosis
PheCode:110.11	Dermatophytosis of nail	PheCode:703	Diseases of nail, NOS
PheCode:054	Herpes simplex	PheCode:703	Diseases of nail, NOS
PheCode:071.1	HIV infection, symptomatic	PheCode:260.1	Cachexia
PheCode:071	Human immunodeficiency virus [HIV] disease	PheCode:260.1	Cachexia
PheCode:159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	PheCode:155	Cancer of liver and intrahepatic bile duct
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:155	Cancer of liver and intrahepatic bile duct
PheCode:165.1	Cancer of bronchus; lung	PheCode:212	Benign neoplasm of respiratory and intrathoracic organs
PheCode:195.1	Malignant neoplasm, other	PheCode:159.4	Malignant neoplasm of retroperitoneum and peritoneum
PheCode:174	Breast cancer	PheCode:610.4	Benign neoplasm of breast
PheCode:174.1	Breast cancer [female]	PheCode:610.4	Benign neoplasm of breast
PheCode:174.3	Neoplasm of uncertain behavior of breast	PheCode:610.4	Benign neoplasm of breast
PheCode:610.1	Cystic mastopathy	PheCode:610.4	Benign neoplasm of breast
PheCode:211	Benign neoplasm of other parts of digestive system	PheCode:157	Pancreatic cancer
PheCode:577	Diseases of pancreas	PheCode:157	Pancreatic cancer
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:157	Pancreatic cancer
PheCode:569	Other disorders of intestine	PheCode:208	Benign neoplasm of colon
PheCode:157	Pancreatic cancer	PheCode:211	Benign neoplasm of other parts of digestive system
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:211	Benign neoplasm of other parts of digestive system
PheCode:229	Benign neoplasm of unspecified sites	PheCode:211	Benign neoplasm of other parts of digestive system
PheCode:191.1	Cancer of brain and nervous system	PheCode:225.2	Benign neoplasm of spinal cord, meninges
PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges	PheCode:225.2	Benign neoplasm of spinal cord, meninges
PheCode:090	Sexually transmitted infections (not HIV or hepatitis)	PheCode:041	Bacterial infection NOS
PheCode:195.1	Malignant neoplasm, other	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:189.4	Malignant neoplasm of other urinary organs	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:189.21	Malignant neoplasm of bladder	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:189.11	Malignant neoplasm of kidney, except pelvis	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:189.2	Cancer of bladder	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:202.2	Non-Hodgkins lymphoma	PheCode:191.1	Cancer of brain and nervous system
PheCode:198.5	Secondary malignancy of brain/spine	PheCode:191.1	Cancer of brain and nervous system
PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges	PheCode:191.1	Cancer of brain and nervous system
PheCode:285	Other anemias	PheCode:284.2	Constitutional aplastic anemia
PheCode:350.2	Abnormality of gait	PheCode:292.1	Aphasia/speech disturbance
PheCode:292	Neurological disorders	PheCode:292.1	Aphasia/speech disturbance
PheCode:151	Cancer of stomach	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:199	Neoplasm of uncertain behavior	PheCode:191	Manlignant and unknown neoplasms of brain and nervous system
PheCode:261.2	Vitamin B-complex deficiencies	PheCode:261	Vitamin deficiency
PheCode:261.1	Vitamin A deficiency	PheCode:261	Vitamin deficiency
PheCode:261.3	Vitamin C deficiencies	PheCode:261	Vitamin deficiency
PheCode:263	Other nutritional deficiency	PheCode:261	Vitamin deficiency
PheCode:187.1	Malignant neoplasm of unspecified male genital organ	PheCode:185	Cancer of prostate
PheCode:569	Other disorders of intestine	PheCode:569.2	Gastrointestinal complications
PheCode:586	Other disorders of the kidney and ureters	PheCode:594.1	Calculus of kidney
PheCode:594	Urinary calculus	PheCode:594.1	Calculus of kidney
PheCode:292	Neurological disorders	PheCode:350.1	Abnormal involuntary movements
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:350.1	Abnormal involuntary movements
PheCode:041.21	Rheumatic fever / chorea	PheCode:333.3	Tics and choreas
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:333.8	Other degenerative diseases of the basal ganglia
PheCode:312	Conduct disorders	PheCode:327.6	Circadian rhythm sleep disorder
PheCode:327	Sleep disorders	PheCode:327.6	Circadian rhythm sleep disorder
PheCode:752	Nervous system congenital anomalies	PheCode:356	Hereditary and idiopathic peripheral neuropathy
PheCode:253.3	Diabetes insipidus	PheCode:276.8	Polydipsia
PheCode:384	Other disorders of tympanic membrane	PheCode:385.5	Tympanosclerosis and middle ear disease related to otitis media
PheCode:597.1	Urethral stricture (not specified as infectious)	PheCode:592.3	Urethral stricture due to infecton
PheCode:626.8	Infertility, female	PheCode:253.11	Acromegaly and gigantism
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:695.7	Prurigo and Lichen
PheCode:710.19	Unspecified osteomyelitis	PheCode:710.12	Chronic osteomyelitis
PheCode:710.1	Osteomyelitis	PheCode:710.12	Chronic osteomyelitis
PheCode:716.9	Arthropathy NOS	PheCode:727.8	Plica syndrome
PheCode:741	Symptoms and disorders of the joints	PheCode:727.8	Plica syndrome
PheCode:716	Other arthropathies	PheCode:727.8	Plica syndrome
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:727.8	Plica syndrome
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:727.8	Plica syndrome
PheCode:726.2	Synoviopathy	PheCode:727.8	Plica syndrome
PheCode:727	Other disorders of synovium, tendon, and bursa	PheCode:727.8	Plica syndrome
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:726.2	Synoviopathy	PheCode:727	Other disorders of synovium, tendon, and bursa
PheCode:352.2	Facial nerve disorders [CN7]	PheCode:772.6	Facial weakness
PheCode:344	Other paralytic syndromes	PheCode:772.6	Facial weakness
PheCode:427.8	Sinoatrial node dysfunction (Bradycardia)	PheCode:426.8	Other cardiac conduction disorders
PheCode:758.1	Chromosomal anomalies	PheCode:749	Congenital anomalies of face and neck
PheCode:334	Degenerative disease of the spinal cord	PheCode:952	Spinal cord injury without evidence of spinal bone injury
PheCode:907	Injuries to the nervous system	PheCode:952	Spinal cord injury without evidence of spinal bone injury
PheCode:594.1	Calculus of kidney	PheCode:594	Urinary calculus
PheCode:594.2	Calculus of lower urinary tract	PheCode:594	Urinary calculus
PheCode:292.11	Aphasia	PheCode:292.1	Aphasia/speech disturbance
PheCode:350	Abnormal movement	PheCode:333	Extrapyramidal disease and abnormal movement disorders
PheCode:735	Acquired foot deformities	PheCode:351	Other peripheral nerve disorders
PheCode:195.3	Malignant neoplasm of head, face, and neck	PheCode:190	Cancer of eye
PheCode:202.2	Non-Hodgkins lymphoma	PheCode:190	Cancer of eye
PheCode:189	Cancer of urinary organs (incl. kidney and bladder)	PheCode:223	Benign neoplasm of kidney and other urinary organs
PheCode:189.4	Malignant neoplasm of other urinary organs	PheCode:223	Benign neoplasm of kidney and other urinary organs
PheCode:224.1	Benign neoplasm of eye, uveal	PheCode:224	Benign neoplasm of eye
PheCode:191.1	Cancer of brain and nervous system	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:191	Manlignant and unknown neoplasms of brain and nervous system	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:191.11	Cancer of brain	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:228	Hemangioma and lymphangioma, any site	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges
PheCode:213	Benign neoplasm of bone and articular cartilage	PheCode:227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
PheCode:225.1	Benign neoplasm of brain, cranial nerves, meninges	PheCode:227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
PheCode:290.12	Dementia with cerebral degenerations	PheCode:290.1	Dementias
PheCode:290.12	Dementia with cerebral degenerations	PheCode:290.13	Senile dementia
PheCode:290.1	Dementias	PheCode:290.13	Senile dementia
PheCode:291.4	Specific nonpsychotic mental disorders due to brain damage	PheCode:290.1	Dementias
PheCode:291.4	Specific nonpsychotic mental disorders due to brain damage	PheCode:290.13	Senile dementia
PheCode:290.16	Vascular dementia	PheCode:290.1	Dementias
PheCode:290.16	Vascular dementia	PheCode:290.13	Senile dementia
PheCode:290	Delirium dementia and amnestic and other cognitive disorders	PheCode:290.1	Dementias
PheCode:290	Delirium dementia and amnestic and other cognitive disorders	PheCode:290.13	Senile dementia
PheCode:195.1	Malignant neoplasm, other	PheCode:191.1	Cancer of brain and nervous system
PheCode:229	Benign neoplasm of unspecified sites	PheCode:225	Benign neoplasm of brain and other parts of nervous system
PheCode:752.11	Spina bifida	PheCode:752	Nervous system congenital anomalies
PheCode:759	Other and unspecified congenital anomalies	PheCode:752	Nervous system congenital anomalies
PheCode:292	Neurological disorders	PheCode:752	Nervous system congenital anomalies
PheCode:313.3	Autism	PheCode:752	Nervous system congenital anomalies
PheCode:758.1	Chromosomal anomalies	PheCode:752	Nervous system congenital anomalies
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:752	Nervous system congenital anomalies
PheCode:756.5	Congenital osteodystrophies	PheCode:752	Nervous system congenital anomalies
PheCode:377.1	Optic atrophy	PheCode:752	Nervous system congenital anomalies
PheCode:356	Hereditary and idiopathic peripheral neuropathy	PheCode:752	Nervous system congenital anomalies
PheCode:752.1	Neural tube defects	PheCode:752	Nervous system congenital anomalies
PheCode:758	Chromosomal anomalies and genetic disorders	PheCode:752	Nervous system congenital anomalies
PheCode:277	Other disorders of metabolism	PheCode:752	Nervous system congenital anomalies
PheCode:448	Disease of capillaries	PheCode:752	Nervous system congenital anomalies
PheCode:210	Benign neoplasm of lip, oral cavity, and pharynx	PheCode:212	Benign neoplasm of respiratory and intrathoracic organs
PheCode:229	Benign neoplasm of unspecified sites	PheCode:212	Benign neoplasm of respiratory and intrathoracic organs
PheCode:525	Other diseases of the teeth and supporting structures	PheCode:522.5	Periapical abscess
PheCode:327.3	Sleep apnea	PheCode:327.32	Obstructive sleep apnea
PheCode:327.3	Sleep apnea	PheCode:327.31	Central/nonobstroctive sleep apnea
PheCode:008	Intestinal infection	PheCode:561.1	Diarrhea
PheCode:340	Migraine	PheCode:339	Other headache syndromes
PheCode:279.1	Immunity deficiency	PheCode:279.11	Deficiency of humoral immunity
PheCode:288	Diseases of white blood cells	PheCode:279.11	Deficiency of humoral immunity
PheCode:250.4	Abnormal glucose	PheCode:277.7	Dysmetabolic syndrome X
PheCode:656.3	Endocrine and metabolic disturbances of fetus and newborn	PheCode:277.7	Dysmetabolic syndrome X
PheCode:1002	Symptoms concerning nutrition, metabolism, and development	PheCode:277.7	Dysmetabolic syndrome X
PheCode:277	Other disorders of metabolism	PheCode:277.7	Dysmetabolic syndrome X
PheCode:586.11	Small kidney	PheCode:751.22	Other specified congenital anomalies of kidney
PheCode:513.8	Disorders of diaphragm	PheCode:359	Muscular dystrophies and other myopathies
PheCode:359.2	Myopathy	PheCode:359	Muscular dystrophies and other myopathies
PheCode:110.2	Dermatomycoses	PheCode:704	Diseases of hair and hair follicles
PheCode:706	Diseases of sebaceous glands	PheCode:704	Diseases of hair and hair follicles
PheCode:008	Intestinal infection	PheCode:564	Functional digestive disorders
PheCode:577	Diseases of pancreas	PheCode:564	Functional digestive disorders
PheCode:448	Disease of capillaries	PheCode:564	Functional digestive disorders
PheCode:531	Peptic ulcer (excl. esophageal)	PheCode:564	Functional digestive disorders
PheCode:567	Peritonitis and retroperitoneal infections	PheCode:564	Functional digestive disorders
PheCode:289.5	Diseases of spleen	PheCode:564	Functional digestive disorders
PheCode:556.11	Angiodysplasia of intestine (without mention of hemorrhage)	PheCode:564	Functional digestive disorders
PheCode:569	Other disorders of intestine	PheCode:564	Functional digestive disorders
PheCode:531.5	Gastrojejunal ulcer	PheCode:564	Functional digestive disorders
PheCode:531.4	Peptic ulcer, site unspecified	PheCode:564	Functional digestive disorders
PheCode:537	Other disorders of stomach and duodenum	PheCode:564	Functional digestive disorders
PheCode:536.8	Dyspepsia and other specified disorders of function of stomach	PheCode:564	Functional digestive disorders
PheCode:536.3	Gastroparesis	PheCode:564	Functional digestive disorders
PheCode:561.1	Diarrhea	PheCode:564	Functional digestive disorders
PheCode:758.1	Chromosomal anomalies	PheCode:564	Functional digestive disorders
PheCode:949	Allergies, other	PheCode:930	Allergic reaction to food
PheCode:008	Intestinal infection	PheCode:008.6	Viral Enteritis
PheCode:433.1	Occlusion and stenosis of precerebral arteries	PheCode:440	Atherosclerosis
PheCode:433.2	Occlusion of cerebral arteries	PheCode:440	Atherosclerosis
PheCode:433.3	Cerebral ischemia	PheCode:440	Atherosclerosis
PheCode:433	Cerebrovascular disease	PheCode:440	Atherosclerosis
PheCode:442.4	Arterial dissection	PheCode:440	Atherosclerosis
PheCode:053	Herpes zoster	PheCode:079.1	Varicella infection
PheCode:430	Intracranial hemorrhage	PheCode:433.2	Occlusion of cerebral arteries
PheCode:440	Atherosclerosis	PheCode:433.2	Occlusion of cerebral arteries
PheCode:348.9	Other conditions of brain, NOS	PheCode:433.2	Occlusion of cerebral arteries
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:433.2	Occlusion of cerebral arteries
PheCode:433.21	Cerebral artery occlusion, with cerebral infarction	PheCode:433.2	Occlusion of cerebral arteries
PheCode:907	Injuries to the nervous system	PheCode:433.2	Occlusion of cerebral arteries
PheCode:430.2	Intracerebral hemorrhage	PheCode:433.2	Occlusion of cerebral arteries
PheCode:446.9	Arteritis NOS	PheCode:433.2	Occlusion of cerebral arteries
PheCode:198	Secondary malignant neoplasm	PheCode:185	Cancer of prostate
PheCode:195.1	Malignant neoplasm, other	PheCode:185	Cancer of prostate
PheCode:510	Other diseases of lung	PheCode:496	Chronic airway obstruction
PheCode:174.11	Malignant neoplasm of female breast	PheCode:174	Breast cancer
PheCode:195.1	Malignant neoplasm, other	PheCode:174.1	Breast cancer [female]
PheCode:195.1	Malignant neoplasm, other	PheCode:174	Breast cancer
PheCode:174.2	Breast cancer [male]	PheCode:174.1	Breast cancer [female]
PheCode:174.2	Breast cancer [male]	PheCode:174	Breast cancer
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:228.1	Hemangioma of skin and subcutaneous tissue
PheCode:253	Disorders of the pituitary gland and its hypothalamic control	PheCode:253.3	Diabetes insipidus
PheCode:253.4	Anterior pituitary disorders	PheCode:253.3	Diabetes insipidus
PheCode:053.1	Herpes zoster with nervous system complications	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:388	Other disorders of ear	PheCode:381.11	Suppurative and unspecified otitis media
PheCode:195.1	Malignant neoplasm, other	PheCode:189.21	Malignant neoplasm of bladder
PheCode:195.1	Malignant neoplasm, other	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:255	Disorders of adrenal glands	PheCode:255.3	Adrenogenital disorders
PheCode:574.1	Cholelithiasis	PheCode:574.2	Calculus of bile duct
PheCode:713.5	Arthropathy associated with neurological disorders	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:274.2	Crystal arthropathies	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:741.1	Ankylosis of joint	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:741.5	Hemarthrosis	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:733.6	Costochondritis	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:526.4	Temporomandibular joint disorders	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:728.2	Laxity of ligament or hypermobility syndrome	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:727.2	Bursitis disorders	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:742.8	Articular cartilage disorder	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:733	Other disorders of bone and cartilage	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:741.2	Stiffness of joint	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:726.3	Bursitis	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:526.41	Temporomandibular joint disorder, unspecified	PheCode:716.1	Unspecified polyarthropathy or polyarthritis
PheCode:284	Aplastic anemia	PheCode:284.2	Constitutional aplastic anemia
PheCode:195.3	Malignant neoplasm of head, face, and neck	PheCode:149.9	Cancer of of nasal cavities
PheCode:165	Cancer within the respiratory system	PheCode:149.9	Cancer of of nasal cavities
PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid	PheCode:363.4	Choroidal degenerations
PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid	PheCode:362.27	Drusen (degenerative) of retina
PheCode:190	Cancer of eye	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:561.1	Diarrhea	PheCode:561	Symptoms involving digestive system
PheCode:008	Intestinal infection	PheCode:561	Symptoms involving digestive system
PheCode:189	Cancer of urinary organs (incl. kidney and bladder)	PheCode:189.11	Malignant neoplasm of kidney, except pelvis
PheCode:189.4	Malignant neoplasm of other urinary organs	PheCode:189.11	Malignant neoplasm of kidney, except pelvis
PheCode:707.3	Chronic ulcer of unspecified site	PheCode:707.2	Chronic ulcer of leg or foot
PheCode:707	Chronic ulcer of skin	PheCode:707.2	Chronic ulcer of leg or foot
PheCode:556.11	Angiodysplasia of intestine (without mention of hemorrhage)	PheCode:537.1	Lesions of stomach and duodenum
PheCode:149	Cancer of larynx, pharynx, nasal cavities	PheCode:195.3	Malignant neoplasm of head, face, and neck
PheCode:619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	PheCode:627.5	Premature menopause and other ovarian failure
PheCode:256.1	Hyperestrogenism	PheCode:627.5	Premature menopause and other ovarian failure
PheCode:134	Helminthiases	PheCode:136	Other infectious and parasitic diseases
PheCode:134.1	Intestinal helminthiases	PheCode:136	Other infectious and parasitic diseases
PheCode:117.2	Coccidioidomycosis	PheCode:136	Other infectious and parasitic diseases
PheCode:117.2	Coccidioidomycosis	PheCode:134	Helminthiases
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:136	Other infectious and parasitic diseases
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:134	Helminthiases
PheCode:131	Protozoan infection	PheCode:136	Other infectious and parasitic diseases
PheCode:131	Protozoan infection	PheCode:134	Helminthiases
PheCode:117	Mycoses	PheCode:136	Other infectious and parasitic diseases
PheCode:117	Mycoses	PheCode:134	Helminthiases
PheCode:352.1	Trigeminal nerve disorders [CN5]	PheCode:337.1	Peripheral autonomic neuropathy
PheCode:458.1	Orthostatic hypotension	PheCode:337.1	Peripheral autonomic neuropathy
PheCode:292	Neurological disorders	PheCode:337.1	Peripheral autonomic neuropathy
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:337.1	Peripheral autonomic neuropathy
PheCode:155.1	Malignant neoplasm of liver, primary	PheCode:159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:347	Cataplexy and narcolepsy
PheCode:348.9	Other conditions of brain, NOS	PheCode:347	Cataplexy and narcolepsy
PheCode:907	Injuries to the nervous system	PheCode:347	Cataplexy and narcolepsy
PheCode:368.9	Subjective visual disturbances	PheCode:292	Neurological disorders
PheCode:292.1	Aphasia/speech disturbance	PheCode:292	Neurological disorders
PheCode:473.4	Voice disturbance	PheCode:292	Neurological disorders
PheCode:368	Visual disturbances	PheCode:292	Neurological disorders
PheCode:253.1	Pituitary hyperfunction	PheCode:253.4	Anterior pituitary disorders
PheCode:459.9	Circulatory disease NEC	PheCode:353.1	Nerve plexus lesions
PheCode:223	Benign neoplasm of kidney and other urinary organs	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:223	Benign neoplasm of kidney and other urinary organs	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:189.11	Malignant neoplasm of kidney, except pelvis	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:189.2	Cancer of bladder	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:189.21	Malignant neoplasm of bladder	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:229	Benign neoplasm of unspecified sites	PheCode:189	Cancer of urinary organs (incl. kidney and bladder)
PheCode:229	Benign neoplasm of unspecified sites	PheCode:189.4	Malignant neoplasm of other urinary organs
PheCode:215	Other benign neoplasm of connective and other soft tissue	PheCode:170.2	Cancer of connective tissue
PheCode:290.12	Dementia with cerebral degenerations	PheCode:334	Degenerative disease of the spinal cord
PheCode:331.9	Cerebral degeneration, unspecified	PheCode:334	Degenerative disease of the spinal cord
PheCode:327	Sleep disorders	PheCode:327.5	Parasomnia
PheCode:312	Conduct disorders	PheCode:327.5	Parasomnia
PheCode:327	Sleep disorders	PheCode:327.7	Sleep related movement disorders
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:332	Parkinson's disease
PheCode:290.1	Dementias	PheCode:290.12	Dementia with cerebral degenerations
PheCode:290.13	Senile dementia	PheCode:290.12	Dementia with cerebral degenerations
PheCode:614.51	Cervicitis and endocervicitis	PheCode:090.2	Gonococcal infections
PheCode:195.1	Malignant neoplasm, other	PheCode:165	Cancer within the respiratory system
PheCode:327.6	Circadian rhythm sleep disorder	PheCode:327	Sleep disorders
PheCode:327.1	Hypersomnia	PheCode:327	Sleep disorders
PheCode:327.3	Sleep apnea	PheCode:327	Sleep disorders
PheCode:327.7	Sleep related movement disorders	PheCode:327	Sleep disorders
PheCode:327.5	Parasomnia	PheCode:327	Sleep disorders
PheCode:195.1	Malignant neoplasm, other	PheCode:187.1	Malignant neoplasm of unspecified male genital organ
